2016-02-22 22:56:23,674 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring:NonSpring:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/NonSpring/pom.xml.
2016-03-30 01:12:26,425 [Worker-204] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/hibernate/hibernate3/3.2.4.GA/hibernate3-3.2.4.GA.pom
2016-03-30 01:12:26,426 [Worker-204] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for hibernate:hibernate3:jar:3.2.4.GA is missing, no dependency information available
2016-03-30 01:12:26,822 [Worker-204] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/hibernate/hibernate3/3.2.4.GA/hibernate3-3.2.4.GA.jar
2016-03-30 01:12:26,863 [Worker-204] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:12:26,863 [Worker-204] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:12:26,863 [Worker-204] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:12:26,864 [Worker-204] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:12:26,894 [Worker-206] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for hibernate:hibernate3:jar:3.2.4.GA is missing, no dependency information available
2016-03-30 01:12:26,913 [Worker-206] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for hibernate:hibernate3:jar:3.2.4.GA is missing, no dependency information available
2016-03-30 01:12:32,845 [Worker-215] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:12:32,855 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for hibernate:hibernate3:jar:3.2.3.GA is missing, no dependency information available
2016-03-30 01:12:32,877 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:12:32,877 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:12:32,877 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:12:32,878 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:12:32,907 [Worker-208] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for hibernate:hibernate3:jar:3.2.3.GA is missing, no dependency information available
2016-03-30 01:12:32,929 [Worker-208] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for hibernate:hibernate3:jar:3.2.3.GA is missing, no dependency information available
2016-03-30 01:13:11,181 [Worker-206] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:13:11,941 [Worker-206] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hibernate/hibernate-core/3.2.3.ga/hibernate-core-3.2.3.ga.pom
2016-03-30 01:13:11,942 [Worker-206] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate-core:jar:3.2.3.ga is missing, no dependency information available
2016-03-30 01:13:12,277 [Worker-206] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hibernate/hibernate-core/3.2.3.ga/hibernate-core-3.2.3.ga.jar
2016-03-30 01:13:12,296 [Worker-206] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:13:12,296 [Worker-206] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:13:12,296 [Worker-206] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:13:12,297 [Worker-206] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:13:12,319 [Worker-208] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate-core:jar:3.2.3.ga is missing, no dependency information available
2016-03-30 01:13:12,341 [Worker-208] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate-core:jar:3.2.3.ga is missing, no dependency information available
2016-03-30 01:13:30,810 [Worker-215] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:13:30,823 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for hibernate:hibernate3:jar:3.2.3.GA is missing, no dependency information available
2016-03-30 01:13:30,857 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:13:30,857 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:13:30,857 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:13:30,857 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:13:31,204 [Worker-214] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for hibernate:hibernate3:jar:3.2.3.GA is missing, no dependency information available
2016-03-30 01:13:31,222 [Worker-214] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for hibernate:hibernate3:jar:3.2.3.GA is missing, no dependency information available
2016-03-30 01:13:43,761 [Worker-214] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate
2016-03-30 01:13:43,761 [Worker-214] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -s /Users/Manohar/Applications/Tools/apache-maven-3.3.9/conf/settings.xml install
2016-03-30 01:16:21,726 [Worker-215] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:16:21,791 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:16:21,792 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:16:21,792 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:16:21,792 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:16:27,973 [Worker-216] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:16:28,012 [Worker-216] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:16:28,012 [Worker-216] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:16:28,013 [Worker-216] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:16:28,013 [Worker-216] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:16:32,247 [Worker-204] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate
2016-03-30 01:16:32,247 [Worker-204] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -s /Users/Manohar/Applications/Tools/apache-maven-3.3.9/conf/settings.xml install
2016-03-30 01:17:19,006 [Worker-215] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:17:19,786 [Worker-215] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/hibernate/hibernate/3.2.4.ga/hibernate-3.2.4.ga.pom
2016-03-30 01:17:19,851 [Worker-215] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hibernate/hibernate/3.2.4.ga/hibernate-3.2.4.ga.pom
2016-03-30 01:17:19,989 [Worker-215] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/hibernate/hibernate/3.2.4.ga/hibernate-3.2.4.ga.jar
2016-03-30 01:17:20,741 [Worker-215] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hibernate/hibernate/3.2.4.ga/hibernate-3.2.4.ga.jar
2016-03-30 01:17:20,780 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:17:20,780 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:17:20,780 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:17:20,781 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:17:24,826 [Worker-214] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate
2016-03-30 01:17:24,826 [Worker-214] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -s /Users/Manohar/Applications/Tools/apache-maven-3.3.9/conf/settings.xml install
2016-03-30 01:17:58,043 [Worker-218] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:17:58,055 [Worker-218] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.0.GA is missing, no dependency information available
2016-03-30 01:17:58,078 [Worker-218] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:17:58,079 [Worker-218] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:17:58,079 [Worker-218] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:17:58,079 [Worker-218] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:17:58,106 [Worker-207] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.0.GA is missing, no dependency information available
2016-03-30 01:17:58,124 [Worker-207] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.0.GA is missing, no dependency information available
2016-03-30 01:18:32,536 [Worker-217] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:18:32,546 [Worker-217] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.0.GA is missing, no dependency information available
2016-03-30 01:18:32,568 [Worker-217] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:18:32,568 [Worker-217] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:18:32,569 [Worker-217] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:18:32,569 [Worker-217] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:18:32,596 [Worker-218] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.0.GA is missing, no dependency information available
2016-03-30 01:18:32,614 [Worker-218] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.0.GA is missing, no dependency information available
2016-03-30 01:18:46,233 [Worker-204] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:18:46,244 [Worker-204] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.0.GA is missing, no dependency information available
2016-03-30 01:18:46,265 [Worker-204] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:18:46,265 [Worker-204] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:18:46,265 [Worker-204] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:18:46,265 [Worker-204] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:18:46,287 [Worker-217] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.0.GA is missing, no dependency information available
2016-03-30 01:18:46,306 [Worker-217] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.0.GA is missing, no dependency information available
2016-03-30 01:19:53,211 [Worker-216] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:19:54,130 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/hibernate/hibernate/3.3.1.GA/hibernate-3.3.1.GA.pom
2016-03-30 01:19:54,242 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hibernate/hibernate/3.3.1.GA/hibernate-3.3.1.GA.pom
2016-03-30 01:19:54,388 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/hibernate/hibernate-parent/3.3.1.GA/hibernate-parent-3.3.1.GA.pom
2016-03-30 01:19:54,464 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hibernate/hibernate-parent/3.3.1.GA/hibernate-parent-3.3.1.GA.pom
2016-03-30 01:19:54,552 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/slf4j/slf4j-api/1.5.2/slf4j-api-1.5.2.pom
2016-03-30 01:19:54,623 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/slf4j/slf4j-api/1.5.2/slf4j-api-1.5.2.pom
2016-03-30 01:19:54,697 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/slf4j/slf4j-parent/1.5.2/slf4j-parent-1.5.2.pom
2016-03-30 01:19:54,768 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/slf4j/slf4j-parent/1.5.2/slf4j-parent-1.5.2.pom
2016-03-30 01:19:54,852 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hibernate/hibernate/3.3.1.GA/hibernate-3.3.1.GA.jar
2016-03-30 01:19:55,453 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/slf4j/slf4j-api/1.5.2/slf4j-api-1.5.2.jar
2016-03-30 01:19:55,527 [Worker-216] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/slf4j/slf4j-api/1.5.2/slf4j-api-1.5.2.jar
2016-03-30 01:19:55,581 [Worker-216] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:19:55,582 [Worker-216] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:19:55,582 [Worker-216] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:19:55,582 [Worker-216] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:20:22,859 [Worker-218] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:20:22,910 [Worker-218] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:20:22,910 [Worker-218] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:20:22,910 [Worker-218] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:20:22,911 [Worker-218] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:20:28,627 [Worker-218] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate
2016-03-30 01:20:28,627 [Worker-218] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -s /Users/Manohar/Applications/Tools/apache-maven-3.3.9/conf/settings.xml install
2016-03-30 01:21:18,364 [Worker-217] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:21:18,374 [Worker-217] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.2.ga is missing, no dependency information available
2016-03-30 01:21:18,402 [Worker-217] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:21:18,403 [Worker-217] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:21:18,403 [Worker-217] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:21:18,403 [Worker-217] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:21:18,430 [Worker-220] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.2.ga is missing, no dependency information available
2016-03-30 01:21:18,450 [Worker-220] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:3.3.2.ga is missing, no dependency information available
2016-03-30 01:22:05,717 [Worker-219] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:22:05,786 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:22:05,787 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:22:05,787 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:22:05,788 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:23:36,864 [Worker-219] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:23:36,924 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:23:36,925 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:23:36,925 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:23:36,925 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:25:26,368 [Worker-222] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:25:26,454 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:25:26,454 [Worker-222] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:25:26,455 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:25:26,455 [Worker-222] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:26:20,762 [Worker-222] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:26:21,079 [Worker-222] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hibernate/hibernate/5.3.0-Final/hibernate-5.3.0-Final.pom
2016-03-30 01:26:21,080 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:5.3.0-Final is missing, no dependency information available
2016-03-30 01:26:21,309 [Worker-222] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hibernate/hibernate/5.3.0-Final/hibernate-5.3.0-Final.jar
2016-03-30 01:26:21,327 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:26:21,327 [Worker-222] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:26:21,328 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:26:21,328 [Worker-222] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:26:21,352 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:5.3.0-Final is missing, no dependency information available
2016-03-30 01:26:21,370 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.hibernate:hibernate:jar:5.3.0-Final is missing, no dependency information available
2016-03-30 01:30:49,876 [Worker-219] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
2016-03-30 01:30:49,944 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:30:49,945 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:30:49,945 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-03-30 01:30:49,945 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-03-30 01:30:55,515 [Worker-226] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate
2016-03-30 01:30:55,515 [Worker-226] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -s /Users/Manohar/Applications/Tools/apache-maven-3.3.9/conf/settings.xml install
2016-03-30 01:31:29,659 [Worker-227] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example.spring.data:SpringHibernate:0.0.1-SNAPSHOT @ /Users/Manohar/Documents/workspace/Training/SpringData/SpringHibernate/pom.xml.
